1,X,45000,QPSK1/2,8PSK3/5,0,128,QPSK1/2,5,default,2,5,87,$19$,172960,0,6048,0,21.34$
2,X,45000,QPSK1/3,8PSK2/3,0,128,QPSK1/2,5,default,4,5,89,$18$,173363,0,6274,0,21.33$
3,X,45000,QPSK2/5,8PSK3/4,0,2560,QPSK1/2,2,default,4,5,1980,$30$,184944,4,37437,5,21.37$
